Category,pathway,kegg,subcategory
Environmental information processing,Taurine transport system [PATH:map02010] [BR:ko02000],K10831,Mineral and organic ion transport system
Environmental information processing,TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022],M00457,Two-component regulatory system
Environmental information processing,TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022],K07774,Two-component regulatory system
Environmental information processing,TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022],K07649,Two-component regulatory system
Environmental information processing,Teichoic acid transport system [PATH:map02010] [BR:ko02000],M00251,ABC-2 type and other transport systems
Environmental information processing,Teichoic acid transport system [PATH:map02010] [BR:ko02000],K09693,ABC-2 type and other transport systems
Environmental information processing,Teichoic acid transport system [PATH:map02010] [BR:ko02000],K09692,ABC-2 type and other transport systems
Environmental information processing,"Tetracycline resistance, TetA transporter",M00668,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, TetA transporter",K18476,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, TetA transporter",K08151,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, TetAB(46) transporter [PATH:map02010]",M00635,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, TetAB(46) transporter [PATH:map02010]",K18217,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, TetAB(46) transporter [PATH:map02010]",K18216,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, efflux pump",M00667,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, efflux pump",K18219,Drug efflux transporter/pump
Environmental information processing,"Tetracycline resistance, efflux pump",K18218,Drug efflux transporter/pump
Environmental information processing,Thiamine transport system [PATH:map02010] [BR:ko02000],M00191,Mineral and organic ion transport system
Environmental information processing,Thiamine transport system [PATH:map02010] [BR:ko02000],K02064,Mineral and organic ion transport system
Environmental information processing,Thiamine transport system [PATH:map02010] [BR:ko02000],K02063,Mineral and organic ion transport system
Environmental information processing,Thiamine transport system [PATH:map02010] [BR:ko02000],K02062,Mineral and organic ion transport system
Environmental information processing,TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],M00455,Two-component regulatory system
Environmental information processing,TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],K07772,Two-component regulatory system
Environmental information processing,TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],K07647,Two-component regulatory system
Environmental information processing,TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022],M00463,Two-component regulatory system
Environmental information processing,TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022],K07672,Two-component regulatory system
Environmental information processing,TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022],K07656,Two-component regulatory system
Environmental information processing,Trehalose transport system [PATH:map02010] [BR:ko02000],M00604,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose transport system [PATH:map02010] [BR:ko02000],K17314,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose transport system [PATH:map02010] [BR:ko02000],K17313,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose transport system [PATH:map02010] [BR:ko02000],K17312,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose transport system [PATH:map02010] [BR:ko02000],K17311,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose/maltose transport system [PATH:map02010] [BR:ko02000],M00204,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose/maltose transport system [PATH:map02010] [BR:ko02000],K10238,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose/maltose transport system [PATH:map02010] [BR:ko02000],K10237,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose/maltose transport system [PATH:map02010] [BR:ko02000],K10236,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Trehalose/maltose transport system [PATH:map02010] [BR:ko02000],K10111,"Saccharide, polyol, and lipid transport system"
Environmental information processing,TtrS-TtrR (tetrathionate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],M00514,Two-component regulatory system
Environmental information processing,TtrS-TtrR (tetrathionate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],K13041,Two-component regulatory system
Environmental information processing,TtrS-TtrR (tetrathionate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022],K13040,Two-component regulatory system
Environmental information processing,Tungstate transport system [PATH:map02010] [BR:ko02000],M00186,Mineral and organic ion transport system
Environmental information processing,Tungstate transport system [PATH:map02010] [BR:ko02000],K06857,Mineral and organic ion transport system
Environmental information processing,Tungstate transport system [PATH:map02010] [BR:ko02000],K05773,Mineral and organic ion transport system
Environmental information processing,Tungstate transport system [PATH:map02010] [BR:ko02000],K05772,Mineral and organic ion transport system
Environmental information processing,Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044],M00336,Bacterial secretion system
Environmental information processing,Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044],K03425,Bacterial secretion system
Environmental information processing,Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044],K03118,Bacterial secretion system
Environmental information processing,Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044],K03117,Bacterial secretion system
Environmental information processing,Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044],K03116,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],M00331,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02654,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02465,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02464,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02463,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02462,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02461,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02460,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02459,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02458,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02457,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02456,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02455,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02454,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02453,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02452,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02451,Bacterial secretion system
Environmental information processing,Type II general secretion system [PATH:map03070] [BR:ko02044],K02450,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],M00332,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04059,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04058,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04057,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04056,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04054,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K04053,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03230,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03229,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03228,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03227,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03226,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03225,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03224,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03223,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03222,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03221,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03220,Bacterial secretion system
Environmental information processing,Type III secretion system [PATH:map03070] [BR:ko02044],K03219,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],M00333,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03205,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03204,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03203,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03202,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03201,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03200,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03199,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03198,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03197,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03196,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03195,Bacterial secretion system
Environmental information processing,Type IV secretion system [PATH:map03070] [BR:ko02044],K03194,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],M00334,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11919,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11911,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11910,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11907,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11906,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11905,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11904,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11903,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11902,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11901,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11900,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11897,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11896,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11895,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11893,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11892,Bacterial secretion system
Environmental information processing,Type VI secretion system [PATH:map03070] [BR:ko02044],K11891,Bacterial secretion system
Environmental information processing,UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022],M00473,Two-component regulatory system
Environmental information processing,UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022],K07686,Two-component regulatory system
Environmental information processing,UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022],K07675,Two-component regulatory system
Environmental information processing,Uncharacterized ABC transport system [PATH:map02020] [BR:ko02000],M00315,ABC-2 type and other transport systems
Environmental information processing,Uncharacterized ABC transport system [PATH:map02020] [BR:ko02000],K11636,ABC-2 type and other transport systems
Environmental information processing,Uncharacterized ABC transport system [PATH:map02020] [BR:ko02000],K11635,ABC-2 type and other transport systems
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],M00323,Phosphate and amino acid transport system
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],K11963,Phosphate and amino acid transport system
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],K11962,Phosphate and amino acid transport system
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],K11961,Phosphate and amino acid transport system
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],K11960,Phosphate and amino acid transport system
Environmental information processing,Urea transport system [PATH:map02010] [BR:ko02000],K11959,Phosphate and amino acid transport system
Environmental information processing,VanS-VanR (VanB type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],M00656,Two-component regulatory system
Environmental information processing,VanS-VanR (VanB type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18345,Two-component regulatory system
Environmental information processing,VanS-VanR (VanB type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18344,Two-component regulatory system
Environmental information processing,VanS-VanR (VanE type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],M00657,Two-component regulatory system
Environmental information processing,VanS-VanR (VanE type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18350,Two-component regulatory system
Environmental information processing,VanS-VanR (VanE type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18349,Two-component regulatory system
Environmental information processing,VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],M00658,Two-component regulatory system
Environmental information processing,VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18352,Two-component regulatory system
Environmental information processing,VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system [PATH:map02020] [BR:ko02022],K18351,Two-component regulatory system
Environmental information processing,VicK-VicR (cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022],M00459,Two-component regulatory system
Environmental information processing,VicK-VicR (cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022],K07668,Two-component regulatory system
Environmental information processing,VicK-VicR (cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022],K07652,Two-component regulatory system
Environmental information processing,Vitamin B12 transport system [PATH:map02010] [BR:ko02000],M00241,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Vitamin B12 transport system [PATH:map02010] [BR:ko02000],K06858,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Vitamin B12 transport system [PATH:map02010] [BR:ko02000],K06074,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Vitamin B12 transport system [PATH:map02010] [BR:ko02000],K06073,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022],M00480,Two-component regulatory system
Environmental information processing,VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022],K07694,Two-component regulatory system
Environmental information processing,VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022],K07681,Two-component regulatory system
Environmental information processing,WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022],M00509,Two-component regulatory system
Environmental information processing,WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022],K13491,Two-component regulatory system
Environmental information processing,WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022],K13490,Two-component regulatory system
Environmental information processing,WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022],K11444,Two-component regulatory system
Environmental information processing,Xylobiose transport system [PATH:map02010] [BR:ko02000],M00619,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Xylobiose transport system [PATH:map02010] [BR:ko02000],K17328,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Xylobiose transport system [PATH:map02010] [BR:ko02000],K17327,"Saccharide, polyol, and lipid transport system"
Environmental information processing,Xylobiose transport system [PATH:map02010] [BR:ko02000],K17326,"Saccharide, polyol, and lipid transport system"
Environmental information processing,YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022],M00484,Two-component regulatory system
Environmental information processing,YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022],K11624,Two-component regulatory system
Environmental information processing,YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022],K11623,Two-component regulatory system
Environmental information processing,YesM-YesN two-component regulatory system [PATH:map02020] [BR:ko02022],M00519,Two-component regulatory system
Environmental information processing,YesM-YesN two-component regulatory system [PATH:map02020] [BR:ko02022],K07720,Two-component regulatory system
Environmental information processing,YesM-YesN two-component regulatory system [PATH:map02020] [BR:ko02022],K07718,Two-component regulatory system
Environmental information processing,YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022],M00470,Two-component regulatory system
Environmental information processing,YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022],K11634,Two-component regulatory system
Environmental information processing,YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022],K11633,Two-component regulatory system
Environmental information processing,Zinc transport system [PATH:map02010] [BR:ko02000],M00242,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Zinc transport system [PATH:map02010] [BR:ko02000],K09817,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Zinc transport system [PATH:map02010] [BR:ko02000],K09816,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,Zinc transport system [PATH:map02010] [BR:ko02000],K09815,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,"alpha-1,4-Digalacturonate transport system [PATH:map02010] [BR:ko02000]",M00600,"Saccharide, polyol, and lipid transport system"
Environmental information processing,"alpha-1,4-Digalacturonate transport system [PATH:map02010] [BR:ko02000]",K17243,"Saccharide, polyol, and lipid transport system"
Environmental information processing,"alpha-1,4-Digalacturonate transport system [PATH:map02010] [BR:ko02000]",K17242,"Saccharide, polyol, and lipid transport system"
Environmental information processing,"alpha-1,4-Digalacturonate transport system [PATH:map02010] [BR:ko02000]",K17241,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],M00201,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],K10235,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],K10234,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],K10233,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],K10232,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Glucoside transport system [PATH:map02010] [BR:ko02000],K10112,"Saccharide, polyol, and lipid transport system"
Environmental information processing,alpha-Hemolysin/cyclolysin transport system [PATH:map02010 map03070] [BR:ko02044],M00325,Bacterial secretion system
Environmental information processing,alpha-Hemolysin/cyclolysin transport system [PATH:map02010 map03070] [BR:ko02044],K12340,Bacterial secretion system
Environmental information processing,alpha-Hemolysin/cyclolysin transport system [PATH:map02010 map03070] [BR:ko02044],K11004,Bacterial secretion system
Environmental information processing,alpha-Hemolysin/cyclolysin transport system [PATH:map02010 map03070] [BR:ko02044],K11003,Bacterial secretion system
Environmental information processing,and organic ion transport system,Minera,Mineral and organic ion transport system
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],M00491,"Saccharide, polyol, and lipid transport system"
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],K15772,"Saccharide, polyol, and lipid transport system"
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],K15771,"Saccharide, polyol, and lipid transport system"
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],K15770,"Saccharide, polyol, and lipid transport system"
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],K10112,"Saccharide, polyol, and lipid transport system"
Environmental information processing,arabinogalactan oligomer/maltooligosaccharide transport system [PATH:map02010] [BR:ko02000],K10111,"Saccharide, polyol, and lipid transport system"
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",M00628,Drug resistance
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",K17850,Drug resistance
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",K17836,Drug resistance
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",K08218,Drug resistance
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",K01467,Drug resistance
Environmental information processing,"beta-Lactam resistance, AmpC system [PATH:map01501]",K01207,Drug resistance
Environmental information processing,"cation, iron-siderophore and vitamin B12 transport system",Metall,"Metallic cation, iron-siderophore and vitamin B12 transport system"
Environmental information processing,gamma-Hexachlorocyclohexane transport system [BR:ko02000],M00669,"Saccharide, polyol, and lipid transport system"
Environmental information processing,gamma-Hexachlorocyclohexane transport system [BR:ko02000],K18480,"Saccharide, polyol, and lipid transport system"
Environmental information processing,gamma-Hexachlorocyclohexane transport system [BR:ko02000],K02067,"Saccharide, polyol, and lipid transport system"
Environmental information processing,gamma-Hexachlorocyclohexane transport system [BR:ko02000],K02066,"Saccharide, polyol, and lipid transport system"
Environmental information processing,gamma-Hexachlorocyclohexane transport system [BR:ko02000],K02065,"Saccharide, polyol, and lipid transport system"
Gene set,..,Symbio,Symbiosis
Gene set,..,Plant ,Plant pathogenicity
Gene set,..,Pathog,Pathogenicity
Gene set,..,Drug r,Drug resistance
Gene set,..,<b>Gen,..
Gene set,3-Hydroxypropionate bi-cycle,M00376,Metabolic capacity
Gene set,Acetogen,M00618,Metabolic capacity
Gene set,Anoxygenic photosynthesis in green nonsulfur bacteria,M00613,Metabolic capacity
Gene set,Anoxygenic photosynthesis in green sulfur bacteria,M00614,Metabolic capacity
Gene set,Anoxygenic photosynthesis in purple bacteria,M00612,Metabolic capacity
Gene set,Anoxygenic photosystem I,M00598,Metabolic capacity
Gene set,Anoxygenic photosystem II,M00597,Metabolic capacity
Gene set,Anoxygenic photosystem II,M00597,Metabolic capacity
Gene set,"Assimilatory nitrate reduction, nitrate => ammonia",M00531,Metabolic capacity
Gene set,"Assimilatory sulfate reduction, sulfate => H2S",M00176,Metabolic capacity
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter [PATH:map01503]",M00730,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter [PATH:map01503]",K19080,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter [PATH:map01503]",K19079,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter [PATH:map01503]",K19078,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter [PATH:map01503]",K19077,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",M00725,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K19078,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K19077,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K14188,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K03740,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K03739,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon [PATH:map01503]",K03367,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF [PATH:map01503]",M00726,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF [PATH:map01503]",K19078,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF [PATH:map01503]",K19077,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF [PATH:map01503]",K14205,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",M00744,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",K08477,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",K07660,Drug resistance
Gene set,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",K07637,Drug resistance
Gene set,"EHEC pathogenicity signature, Shiga toxin [PATH:map05130 map05131]",M00363,Pathogenicity
Gene set,"EHEC pathogenicity signature, Shiga toxin [PATH:map05130 map05131]",K11007,Pathogenicity
Gene set,"EHEC pathogenicity signature, Shiga toxin [PATH:map05130 map05131]",K11006,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",M00542,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K16042,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K16041,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K12788,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K12787,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K12786,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K12785,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K12784,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03230,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03229,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03228,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03227,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03226,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03225,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03224,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03222,Pathogenicity
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03221,Pathogenicity
